id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status
754,espírito de equipe,0,Gestão de Pessoas,0.50394166,no_match
755,liderança de time,24,Liderança Técnica,0.6892042,no_match
756,talent sourcing,98,Employer Branding,0.5269256,no_match
757,ggplot2,32,R,0.42281285,no_match
758,gestão de talentos,0,Gestão de Pessoas,0.5652878,no_match
759,financial scenarios,91,Modelagem Financeira,0.7086586,matched
760,insights communication,1,Comunicação Assertiva,0.6025535,no_match
761,critical decision making,7,Tomada de Decisão,0.70640767,matched
762,machine learning engineer,39,Machine Learning,0.7716933,matched
763,HuggingFace,85,Hugging Face,0.73176885,matched
764,comunicação verbal,1,Comunicação Assertiva,0.62744564,no_match
765,apresentar ideias,28,Inovação,0.5221209,no_match
766,planejamento empresarial,86,Gestão de Produto,0.5936028,no_match
767,commits,26,Planejamento Estratégico,0.3612575,no_match
768,Terraform,68,Infrastructure as Code,0.5087911,no_match
769,redes neurais profundas,40,Deep Learning,0.67072904,no_match
770,gerenciar prazos,9,Gestão do Tempo,0.77123356,matched
771,desenvolvimento de pessoas,23,Mentoria,0.6392078,no_match
772,innovative solutions,28,Inovação,0.5712594,no_match
773,data manipulation,38,Análise de Dados,0.6292939,no_match
774,JAVA,89,OKRs,0.29402286,no_match
775,proteção de dados,70,Segurança de Dados,0.82447326,matched
776,gestão de mudanças,27,Gestão de Mudanças,0.74256575,matched
777,intellectual curiosity,5,Pensamento Crítico,0.42238414,no_match
778,análise de demonstrativos,49,Experimentação e Testes A/B,0.5421063,no_match
779,making decisions,7,Tomada de Decisão,0.6639386,no_match
780,design de sistemas,73,Arquitetura de Software,0.5812303,no_match
781,kafka,85,Hugging Face,0.3112818,no_match
782,fórmulas excel,77,Excel Avançado,0.55864555,no_match
783,scripts bash,37,Bash e Shell Script,0.76648307,matched
784,descriptive analytics,38,Análise de Dados,0.61601734,no_match
785,aprendizagem contínua,11,Aprendizado Contínuo,0.6951891,no_match
786,adaptive mindset,8,Adaptabilidade,0.6221669,no_match
787,negociação de salários,4,Negociação,0.4458161,no_match
788,JS,89,OKRs,0.28917113,no_match
789,disruptive thinking,5,Pensamento Crítico,0.45789477,no_match
790,emotional resilience,3,Inteligência Emocional,0.55362463,no_match
791,code review,72,Testes Automatizados,0.6423733,no_match
792,Excel,77,Excel Avançado,0.6529068,no_match
793,liderança humana,0,Gestão de Pessoas,0.6808516,no_match
794,mentorship skills,23,Mentoria,0.5993416,no_match
795,roadmap de produto,86,Gestão de Produto,0.69427985,no_match
796,js,89,OKRs,0.28917113,no_match
797,mlflow,83,MLflow,0.53357387,no_match
798,privacidade de dados,70,Segurança de Dados,0.7666918,matched
799,tableau public,85,Hugging Face,0.3832863,no_match
800,SQL queries,31,SQL,0.7466985,matched
801,learning new skills,11,Aprendizado Contínuo,0.7006341,matched
802,soluções inovadoras,6,Resolução de Problemas,0.5898794,no_match
803,cli scripting,37,Bash e Shell Script,0.55262005,no_match
804,microservices architecture,74,Microsserviços,0.82695335,matched
805,HuggingFace,85,Hugging Face,0.73176885,matched
806,model evaluation,45,Avaliação de Modelos,0.65662515,no_match
807,planilhas,85,Hugging Face,0.28033513,no_match
808,testes A/B,72,Testes Automatizados,0.6336262,no_match
809,ML flow,83,MLflow,0.46724153,no_match
810,mentalidade data-driven,20,Storytelling com Dados,0.64546597,no_match
811,critical evaluation,5,Pensamento Crítico,0.61731505,no_match
812,compliance program,93,Compliance e Regulação,0.5945846,no_match
813,microsserviços,74,Microsserviços,0.72577417,matched
814,BI reports,75,Power BI,0.5317776,no_match
815,problem-solving,6,Resolução de Problemas,0.76076615,matched
816,strategic negotiation,4,Negociação,0.82495975,matched
817,emotional maturity,3,Inteligência Emocional,0.5853925,no_match
818,autonomia,10,Autogestão,0.6973382,no_match
819,deep learning development,40,Deep Learning,0.6742997,no_match
820,negotiating disagreements,4,Negociação,0.71766037,matched
821,pg,32,R,0.23502187,no_match
822,pg,32,R,0.23502187,no_match
823,cloud GCP,66,Google Cloud Platform,0.6821575,no_match
824,commits,26,Planejamento Estratégico,0.3612575,no_match
825,tableau,85,Hugging Face,0.4756257,no_match
826,modelagem estatística,48,Estatística Aplicada,0.64629865,no_match
827,macros excel,77,Excel Avançado,0.5258301,no_match
828,arquitetura de dados,50,Engenharia de Dados,0.71560705,matched
829,excel avançado,77,Excel Avançado,0.555405,no_match
830,mlflow models,83,MLflow,0.7340908,matched
831,spark dataframes,80,Spark,0.5947509,no_match
832,datadog,20,Storytelling com Dados,0.59658074,no_match
833,jenkins,89,OKRs,0.23210898,no_match
834,sql,31,SQL,0.7017696,matched
835,entrepreneurship,29,Empreendedorismo,0.5555581,no_match
836,conflict mitigation,2,Resolução de Conflitos,0.5896976,no_match
837,identificar causas raiz,46,Séries Temporais,0.35596588,no_match
838,pipeline de ML,52,Orquestração de Pipelines,0.60546327,no_match
839,next.js,34,JavaScript,0.3111552,no_match
840,pensamento lógico,5,Pensamento Crítico,0.4671129,no_match
841,expressing ideas clearly,1,Comunicação Assertiva,0.571084,no_match
842,empatia,3,Inteligência Emocional,0.5246205,no_match
843,conduzir workshops,19,Facilitação,0.5283767,no_match
844,critical mindset,5,Pensamento Crítico,0.6202109,no_match
845,estatística com R,32,R,0.758451,matched
846,org development,95,Desenvolvimento Organizacional,0.56081355,no_match
847,understanding customers,15,Foco no Cliente,0.72154474,matched
848,logging,69,Monitoramento e Observabilidade,0.46987492,no_match
849,negotiation skills,4,Negociação,0.79021025,matched
850,event-driven data,46,Séries Temporais,0.43551904,no_match
851,MapReduce,68,Infrastructure as Code,0.42057005,no_match
852,facilitar workshops,19,Facilitação,0.67079866,no_match
853,excel,77,Excel Avançado,0.6529068,no_match
854,handling disagreements,2,Resolução de Conflitos,0.55593044,no_match
855,aligning expectations,26,Planejamento Estratégico,0.50397754,no_match
856,estatística descritiva,32,R,0.4950063,no_match
857,monitoramento e observabilidade,69,Monitoramento e Observabilidade,0.72405285,matched
858,sourcing de talentos,11,Aprendizado Contínuo,0.5424051,no_match
859,hiring,94,Recrutamento e Seleção,0.521913,no_match
860,objectives and key results,26,Planejamento Estratégico,0.5959739,no_match
861,organizational values,99,Cultura Organizacional,0.58418465,no_match
862,liderança de colaboradores,24,Liderança Técnica,0.7281495,matched
863,design thinking,88,Design Thinking,0.7620051,matched
864,modelagem relacional,54,Modelagem de Dados,0.56449986,no_match
865,clustering,19,Facilitação,0.41133586,no_match
866,document writing,22,Escrita Profissional,0.6037216,no_match
867,gitlab CI,89,OKRs,0.27609932,no_match
868,processamento de texto,41,Processamento de Linguagem Natural,0.5867507,no_match
869,data architecture,50,Engenharia de Dados,0.6985876,no_match
870,autoconsciência emocional,3,Inteligência Emocional,0.72684526,matched
871,data security,70,Segurança de Dados,0.83788353,matched
872,controle de versão,73,Arquitetura de Software,0.332493,no_match
873,People Management,0,Gestão de Pessoas,0.7338301,matched
874,setting strategy,16,Pensamento Estratégico,0.6592388,no_match
875,Redis,89,OKRs,0.28259665,no_match
876,Scala,36,Scala,0.5922724,no_match
877,SQL postgres,57,PostgreSQL,0.75361735,matched
878,regulatory compliance,93,Compliance e Regulação,0.7405266,matched
879,estratégia de branches,16,Pensamento Estratégico,0.6815452,no_match
880,cliente em primeiro lugar,15,Foco no Cliente,0.66493785,no_match
881,deep learning development,40,Deep Learning,0.6742997,no_match
882,bash,37,Bash e Shell Script,0.5815016,no_match
883,análise de balanço,96,Gestão de Desempenho,0.511151,no_match
884,monitoramento de LLM,69,Monitoramento e Observabilidade,0.620835,no_match
885,práticas ágeis,18,Metodologias Ágeis,0.4754209,no_match
886,candidate selection,94,Recrutamento e Seleção,0.54810786,no_match
887,normalização de dados,38,Análise de Dados,0.5435184,no_match
888,tensorflow,40,Deep Learning,0.30455533,no_match
889,real-time processing,53,Streaming de Dados,0.6243255,no_match
890,SQS,43,Embeddings e Busca Vetorial,0.30528617,no_match
891,emotional self-regulation,3,Inteligência Emocional,0.6497779,no_match
892,aprendizado autodidata,11,Aprendizado Contínuo,0.6484084,no_match
893,project oversight,17,Gestão de Projetos,0.74169016,matched
894,data wrangling,38,Análise de Dados,0.5980878,no_match
895,modelagem de dados,54,Modelagem de Dados,0.7203301,matched
896,product sense,13,Visão de Produto,0.678504,no_match
897,decision making,7,Tomada de Decisão,0.66689897,no_match
898,aquisição de talentos,11,Aprendizado Contínuo,0.6718424,no_match
899,UX research,87,UX Research,0.6445924,no_match
900,postgresql,57,PostgreSQL,0.78296953,matched
901,alerting,1,Comunicação Assertiva,0.43669176,no_match
902,postgresql,57,PostgreSQL,0.78296953,matched
903,corporate training,97,Treinamento e Desenvolvimento,0.4366148,no_match
904,gestão de pessoas,0,Gestão de Pessoas,0.70050377,matched
905,Employer Branding,98,Employer Branding,0.74978983,matched
906,real-time data,53,Streaming de Dados,0.6761006,no_match
907,design sprint,88,Design Thinking,0.43401903,no_match
908,orientar pessoas,23,Mentoria,0.55391675,no_match
909,team building,97,Treinamento e Desenvolvimento,0.50545096,no_match
910,risk management,92,Gestão de Riscos,0.7754712,matched
911,aws infrastructure,65,AWS,0.57847,no_match
912,time series analysis,46,Séries Temporais,0.5444403,no_match
913,programação em R,32,R,0.70579016,matched
914,negociação estratégica,4,Negociação,0.8131443,matched
915,saber se comunicar,1,Comunicação Assertiva,0.64358324,no_match
916,comunicação de feedbacks,1,Comunicação Assertiva,0.72243404,matched
917,gestão das próprias emoções,3,Inteligência Emocional,0.7808292,matched
918,meeting facilitation,19,Facilitação,0.81745064,matched
919,planejamento de projetos,17,Gestão de Projetos,0.7718035,matched
920,ARIMA,89,OKRs,0.2750251,no_match
921,transformações dbt,79,dbt,0.77290076,matched
922,ETL,89,OKRs,0.4516797,no_match
923,cultura e clima,99,Cultura Organizacional,0.43341434,no_match
924,raciocínio lógico,5,Pensamento Crítico,0.44073746,no_match
925,excel avançado,77,Excel Avançado,0.555405,no_match
926,gerenciar prazos,9,Gestão do Tempo,0.77123356,matched
927,python fastapi,61,FastAPI,0.64094156,no_match
928,pull request,15,Foco no Cliente,0.27232727,no_match
929,employer marketing,98,Employer Branding,0.6392621,no_match
930,meeting facilitation,19,Facilitação,0.81745064,matched
931,inovação,28,Inovação,0.71345407,matched
932,decision analysis,7,Tomada de Decisão,0.69711375,no_match
933,terraform,68,Infrastructure as Code,0.5087911,no_match
934,entrevistas de emprego,22,Escrita Profissional,0.4712309,no_match
935,monitoramento e observabilidade,69,Monitoramento e Observabilidade,0.72405285,matched
936,prompt tracking,69,Monitoramento e Observabilidade,0.4118322,no_match
937,visualização de dados,38,Análise de Dados,0.6959652,no_match
938,python developer,30,Python,0.7627181,matched
939,computer vision,47,Visão Computacional,0.6420971,no_match
940,indicadores financeiros,90,Análise Financeira,0.7990339,matched
941,gerenciamento de riscos,92,Gestão de Riscos,0.79569477,matched
942,agile methodologies,73,Arquitetura de Software,0.5917933,no_match
943,gestão de stakeholders,25,Gestão de Stakeholders,0.77467024,matched
944,microsoft excel,77,Excel Avançado,0.7402828,matched
945,grafana,85,Hugging Face,0.27154,no_match
946,career mentoring,23,Mentoria,0.5515349,no_match
947,generative AI,18,Metodologias Ágeis,0.3588605,no_match
948,bigquery,55,Data Warehouse,0.3168404,no_match
949,openai api,80,Spark,0.24085696,no_match
950,PBI,79,dbt,0.2935842,no_match
951,validação cruzada,72,Testes Automatizados,0.47839502,no_match
952,technical team guidance,24,Liderança Técnica,0.69243026,no_match
953,liderança de equipes,24,Liderança Técnica,0.6712899,no_match
954,linguagem R,32,R,0.6919904,no_match
955,strategic mindset,16,Pensamento Estratégico,0.743276,matched
956,fine-tuning,93,Compliance e Regulação,0.33287913,no_match
957,IA generativa,99,Cultura Organizacional,0.3798923,no_match
958,ML pipeline,52,Orquestração de Pipelines,0.59725535,no_match
959,shell automation,37,Bash e Shell Script,0.74252653,matched
960,CNN,68,Infrastructure as Code,0.32880437,no_match
961,design técnico,73,Arquitetura de Software,0.5549472,no_match
962,statistical analysis,32,R,0.6076678,no_match
963,team culture,99,Cultura Organizacional,0.52743804,no_match
964,comunicar insights,20,Storytelling com Dados,0.62099284,no_match
965,java backend,33,Java,0.67572117,no_match
966,model metrics,54,Modelagem de Dados,0.53889734,no_match
967,excel avançado,77,Excel Avançado,0.555405,no_match
968,scala programming,36,Scala,0.74514765,matched
969,MLflow,83,MLflow,0.53357387,no_match
970,object detection,69,Monitoramento e Observabilidade,0.44399112,no_match
971,orquestração de workflows,52,Orquestração de Pipelines,0.5176701,no_match
972,retrospectiva,18,Metodologias Ágeis,0.4074448,no_match
973,looker reports,78,Looker,0.41839808,no_match
974,Scala,36,Scala,0.5922724,no_match
975,PSQL,31,SQL,0.54455435,no_match
976,access control,70,Segurança de Dados,0.42055723,no_match
977,k8s cluster,63,Kubernetes,0.29555455,no_match
978,complex problem solving,6,Resolução de Problemas,0.79796445,matched
979,collaboration,12,Colaboração,0.75932956,matched
980,data storytelling,20,Storytelling com Dados,0.8419757,matched
981,ML pipeline,52,Orquestração de Pipelines,0.59725535,no_match
982,planejamento anual,26,Planejamento Estratégico,0.51734716,no_match
983,data build tool,50,Engenharia de Dados,0.6879211,no_match
984,emotional management,3,Inteligência Emocional,0.70863616,matched
985,design centrado no humano,88,Design Thinking,0.57684004,no_match
986,empatia com o cliente,15,Foco no Cliente,0.52869904,no_match
987,financial analysis,90,Análise Financeira,0.79817486,matched
988,tableau,85,Hugging Face,0.4756257,no_match
989,relatórios power bi,75,Power BI,0.63333464,no_match
990,logical thinking,5,Pensamento Crítico,0.4757193,no_match
991,facilitation techniques,19,Facilitação,0.61041737,no_match
992,NLP,89,OKRs,0.3324187,no_match
993,looker studio,78,Looker,0.4150942,no_match
994,model evaluation,45,Avaliação de Modelos,0.65662515,no_match
995,data ingestion,38,Análise de Dados,0.67806697,no_match
996,visão estratégica de produto,86,Gestão de Produto,0.76936615,matched
997,automação de build,68,Infrastructure as Code,0.5290724,no_match
998,income statement,90,Análise Financeira,0.3948787,no_match
999,data security,70,Segurança de Dados,0.83788353,matched
1000,dashboards power bi,75,Power BI,0.6756652,no_match
1001,valores organizacionais,99,Cultura Organizacional,0.5823738,no_match
1002,critical evaluation,5,Pensamento Crítico,0.61731505,no_match
1003,regulação emocional,3,Inteligência Emocional,0.66817534,no_match
1004,inferência estatística,48,Estatística Aplicada,0.6412111,no_match
1005,regression models,48,Estatística Aplicada,0.523962,no_match
1006,objectives and key results,26,Planejamento Estratégico,0.5959739,no_match
1007,RCA,85,Hugging Face,0.32346708,no_match
1008,cultura de time,99,Cultura Organizacional,0.56740415,no_match
1009,criptografia,70,Segurança de Dados,0.68220073,no_match
1010,vector databases,38,Análise de Dados,0.507025,no_match
1011,feature selection,44,Engenharia de Features,0.53426397,no_match
1012,pensar como PM,16,Pensamento Estratégico,0.34938926,no_match
1013,facilitação,19,Facilitação,0.5239465,no_match
1014,azure services,65,AWS,0.5745455,no_match
1015,pensamento estratégico,16,Pensamento Estratégico,0.73086894,matched
1016,decisão estratégica,16,Pensamento Estratégico,0.68688375,no_match
1017,entrepreneurial thinking,29,Empreendedorismo,0.6438353,no_match
1018,consistência de dados,56,Qualidade de Dados,0.73809814,matched
1019,Langfuse,82,LangChain,0.31894895,no_match
1020,entrepreneurial mindset,29,Empreendedorismo,0.6668769,no_match
1021,web services,65,AWS,0.61249447,no_match
1022,database queries,31,SQL,0.734993,matched
1023,transformers library,75,Power BI,0.34143823,no_match
1024,reconhecimento óptico de caracteres,47,Visão Computacional,0.46190825,no_match
1025,aws RDS,89,OKRs,0.4065594,no_match
1026,objectives and key results,26,Planejamento Estratégico,0.5959739,no_match
1027,aws lambda,85,Hugging Face,0.22091259,no_match
1028,valuation,91,Modelagem Financeira,0.3313663,no_match
1029,azure ML,83,MLflow,0.259569,no_match
1030,vue.js,85,Hugging Face,0.34790313,no_match
1031,GCP,64,CI/CD,0.38146138,no_match
1032,company culture,98,Employer Branding,0.6278188,no_match
1033,Bash,37,Bash e Shell Script,0.5815018,no_match
1034,nodejs,89,OKRs,0.32099754,no_match
1035,workshop facilitation,19,Facilitação,0.7148346,matched
1036,test automation,72,Testes Automatizados,0.79707646,matched
1037,customer-centric,15,Foco no Cliente,0.65991807,no_match
1038,SQL analytics,31,SQL,0.7578548,matched
1039,tidyverse,9,Gestão do Tempo,0.2612356,no_match
1040,vector search,43,Embeddings e Busca Vetorial,0.4234676,no_match
1041,change communication,1,Comunicação Assertiva,0.5021222,no_match
1042,DRE,89,OKRs,0.36226857,no_match
1043,autonomia,10,Autogestão,0.6973382,no_match
1044,cash flow analysis,90,Análise Financeira,0.64257073,no_match
1045,pull request,15,Foco no Cliente,0.27232727,no_match
1046,postgresql,57,PostgreSQL,0.78296953,matched
1047,migração de dados,50,Engenharia de Dados,0.53286827,no_match
1048,written communication,22,Escrita Profissional,0.74069524,matched
1049,maturidade emocional,3,Inteligência Emocional,0.6034117,no_match
1050,RAG,85,Hugging Face,0.24562821,no_match
1051,learning programs,97,Treinamento e Desenvolvimento,0.5644736,no_match
1052,project delivery,17,Gestão de Projetos,0.6361114,no_match
1053,metrics,32,R,0.37733865,no_match
1054,gerenciar equipes,0,Gestão de Pessoas,0.650308,no_match
1055,eks,89,OKRs,0.2992928,no_match
1056,azure,89,OKRs,0.2876395,no_match
1057,banco de dados vetorial,43,Embeddings e Busca Vetorial,0.61927605,no_match
1058,LangChain,82,LangChain,0.45353383,no_match
1059,arquitetura de dados,50,Engenharia de Dados,0.71560705,matched
1060,recruitment,94,Recrutamento e Seleção,0.4699904,no_match
1061,application performance monitoring,96,Gestão de Desempenho,0.58912987,no_match
1062,monitoramento de LLM,69,Monitoramento e Observabilidade,0.620835,no_match
1063,LLM deployment,63,Kubernetes,0.39222863,no_match
1064,dar feedback,1,Comunicação Assertiva,0.51335204,no_match
1065,azure machine learning,39,Machine Learning,0.7181624,matched
1066,ELT,89,OKRs,0.4073014,no_match
1067,design research,88,Design Thinking,0.6683076,no_match
1068,snowflake,67,Azure,0.095078975,no_match
1069,facilitation skills,19,Facilitação,0.64360416,no_match
1070,pitch de ideias,28,Inovação,0.53788066,no_match
1071,consultas SQL,31,SQL,0.77311313,matched
1072,FastAPI backend,61,FastAPI,0.38990057,no_match
1073,agile mindset,73,Arquitetura de Software,0.54469,no_match
1074,azure devops,89,OKRs,0.2873932,no_match
1075,document writing,22,Escrita Profissional,0.6037216,no_match
1076,administrar conflitos,2,Resolução de Conflitos,0.6035503,no_match
1077,definição de OKRs,89,OKRs,0.34272325,no_match
1078,feedback communication,1,Comunicação Assertiva,0.6942915,no_match
1079,critical analysis,5,Pensamento Crítico,0.6028518,no_match
1080,agile,73,Arquitetura de Software,0.52664405,no_match
1081,technical leadership,24,Liderança Técnica,0.83565044,matched
1082,web API,65,AWS,0.39704767,no_match
1083,micro services,74,Microsserviços,0.72569025,matched
1084,APIs com FastAPI,85,Hugging Face,0.31571728,no_match
1085,recrutamento e seleção,94,Recrutamento e Seleção,0.6174921,no_match
1086,business analytics,78,Looker,0.61922234,no_match
1087,técnicas de facilitação,19,Facilitação,0.5517241,no_match
1088,dbt transformations,79,dbt,0.7505637,matched
1089,design sprint,88,Design Thinking,0.43401903,no_match
1090,building APIs,17,Gestão de Projetos,0.34868187,no_match
1091,integração de APIs,85,Hugging Face,0.3359275,no_match
1092,negociar com clientes,15,Foco no Cliente,0.6036174,no_match
1093,fluxo de caixa descontado,52,Orquestração de Pipelines,0.48550892,no_match
1094,facilitar workshops,19,Facilitação,0.6707988,no_match
1095,hadoop ecosystem,81,Hadoop,0.6207964,no_match
1096,falar em público,21,Apresentação e Oratória,0.5678482,no_match
1097,probabilidade,7,Tomada de Decisão,0.37029415,no_match
1098,azure AI,89,OKRs,0.24951401,no_match
1099,visão de longo prazo,16,Pensamento Estratégico,0.54694784,no_match
1100,project coordination,17,Gestão de Projetos,0.68611455,no_match
1101,system monitoring,69,Monitoramento e Observabilidade,0.6930437,no_match
1102,cultura de time,99,Cultura Organizacional,0.56740415,no_match
1103,LLM monitoring,69,Monitoramento e Observabilidade,0.59314716,no_match
1104,building pipelines,52,Orquestração de Pipelines,0.57534254,no_match
1105,product thinking,13,Visão de Produto,0.7000927,matched
1106,system design,73,Arquitetura de Software,0.59111536,no_match
1107,growth mindset,23,Mentoria,0.54819196,no_match
1108,acompanhar OKRs,89,OKRs,0.35568893,no_match
1109,pensamento centrado no usuário,88,Design Thinking,0.59508836,no_match
1110,model fairness,45,Avaliação de Modelos,0.53861475,no_match
1111,sprints,61,FastAPI,0.26405504,no_match
1112,aprendizado contínuo,11,Aprendizado Contínuo,0.72233796,matched
1113,cliente em primeiro lugar,15,Foco no Cliente,0.6649376,no_match
1114,alinhar expectativas,26,Planejamento Estratégico,0.529822,no_match
1115,lifelong learning,11,Aprendizado Contínuo,0.7158692,matched
1116,schema design,54,Modelagem de Dados,0.49789527,no_match
1117,gestão de riscos,92,Gestão de Riscos,0.79120535,matched
1118,analytics engineering,38,Análise de Dados,0.6365504,no_match
1119,REST API,85,Hugging Face,0.17919305,no_match
1120,tableau server,76,Tableau,0.51992244,no_match
1121,extração de features,38,Análise de Dados,0.51303214,no_match
1122,text processing,41,Processamento de Linguagem Natural,0.59339416,no_match
1123,indicadores-chave,69,Monitoramento e Observabilidade,0.48853362,no_match
1124,goals and key results,26,Planejamento Estratégico,0.5402784,no_match
1125,análise de séries temporais,46,Séries Temporais,0.6857037,no_match
1126,documentação,22,Escrita Profissional,0.5074244,no_match
1127,scala,36,Scala,0.5922724,no_match
1128,bigquery gcp,66,Google Cloud Platform,0.4197796,no_match
1129,API architecture,80,Spark,0.3953057,no_match
1130,fomentar inovação,28,Inovação,0.7741572,matched
1131,huggingface transformers,85,Hugging Face,0.66162395,no_match
1132,tabelas dinâmicas,77,Excel Avançado,0.53330487,no_match
1133,storytelling de dados,20,Storytelling com Dados,0.8282056,matched
1134,image classification,47,Visão Computacional,0.6558622,no_match
1135,IA generativa,99,Cultura Organizacional,0.3798923,no_match
1136,SQL básico,31,SQL,0.7052361,matched
1137,SOLID,63,Kubernetes,0.18883206,no_match
1138,priorizar tarefas,9,Gestão do Tempo,0.6859652,no_match
1139,analytical thinking,5,Pensamento Crítico,0.6670437,no_match
1140,python data,30,Python,0.67471635,no_match
1141,retrospectiva,18,Metodologias Ágeis,0.4074448,no_match
1142,technical writing,22,Escrita Profissional,0.60482705,no_match
1143,team leadership,24,Liderança Técnica,0.6562146,no_match
1144,pg,32,R,0.23502187,no_match
1145,data loading,50,Engenharia de Dados,0.5184628,no_match
1146,design de schema,54,Modelagem de Dados,0.5389458,no_match
1147,narrative with data,20,Storytelling com Dados,0.7996308,matched
1148,conflict management,2,Resolução de Conflitos,0.5902025,no_match
1149,execução autônoma,10,Autogestão,0.65830874,no_match
1150,data migration,50,Engenharia de Dados,0.52071047,no_match
1151,IaC tools,64,CI/CD,0.46762463,no_match
1152,entrega ágil,10,Autogestão,0.43180007,no_match
1153,applied statistics,48,Estatística Aplicada,0.58650005,no_match
1154,liderar tecnicamente,24,Liderança Técnica,0.72216934,matched
1155,resolução de problemas,6,Resolução de Problemas,0.7970336,matched
1156,ELT,89,OKRs,0.4073014,no_match
1157,deploy com docker,62,Docker,0.60174334,no_match
1158,gerenciar mudanças,27,Gestão de Mudanças,0.7195834,matched
1159,entrega de projetos,17,Gestão de Projetos,0.6727574,no_match
1160,CD pipeline,64,CI/CD,0.61459464,no_match
1161,GCP,64,CI/CD,0.38146138,no_match
1162,task organization,9,Gestão do Tempo,0.59527445,no_match
1163,comunicação profissional,1,Comunicação Assertiva,0.67247367,no_match
1164,Git,89,OKRs,0.26493335,no_match
1165,métricas de modelos,54,Modelagem de Dados,0.57641697,no_match
1166,self-starter,10,Autogestão,0.5427223,no_match
1167,resiliência emocional,3,Inteligência Emocional,0.56146216,no_match
1168,pensamento quantitativo,14,Orientação a Dados,0.52205074,no_match
1169,product discovery,49,Experimentação e Testes A/B,0.4731569,no_match
1170,DAX,89,OKRs,0.31789327,no_match
1171,organização pessoal,0,Gestão de Pessoas,0.5865493,no_match
1172,service-oriented architecture,68,Infrastructure as Code,0.5148084,no_match
1173,hive,6,Resolução de Problemas,0.18026593,no_match
1174,document database,58,MongoDB,0.5262868,no_match
1175,cli scripting,37,Bash e Shell Script,0.55262005,no_match
1176,feedback communication,1,Comunicação Assertiva,0.6942915,no_match
1177,dbt cloud,66,Google Cloud Platform,0.57747,no_match
1178,tomar decisões,7,Tomada de Decisão,0.6630825,no_match
1179,entrepreneurial thinking,29,Empreendedorismo,0.6438353,no_match
1180,redes neurais,40,Deep Learning,0.5431749,no_match
1181,typescript development,35,TypeScript,0.58786285,no_match
1182,LLMs,42,Large Language Models,0.49955106,no_match
1183,product roadmap,86,Gestão de Produto,0.69500434,no_match
1184,independent execution,10,Autogestão,0.5186465,no_match
1185,SQL writing,31,SQL,0.6683915,no_match
1186,controle de versão,73,Arquitetura de Software,0.332493,no_match
1187,métricas de modelos,54,Modelagem de Dados,0.57641697,no_match
1188,roadmap de produto,86,Gestão de Produto,0.69427985,no_match
1189,redis queue,59,Redis,0.32495326,no_match
1190,feedback communication,1,Comunicação Assertiva,0.6942915,no_match
1191,trabalho em equipe,12,Colaboração,0.6221595,no_match
1192,jenkins,89,OKRs,0.23210898,no_match
1193,testes E2E,72,Testes Automatizados,0.5422342,no_match
1194,tableau public,85,Hugging Face,0.3832863,no_match
1195,time series,46,Séries Temporais,0.4395588,no_match
1196,avaliação de empresas,13,Visão de Produto,0.6058495,no_match
1197,spring boot,33,Java,0.35153192,no_match
1198,risk framework,92,Gestão de Riscos,0.66159576,no_match
1199,avaliação de modelos,45,Avaliação de Modelos,0.674344,no_match
1200,Amazon Web Services,65,AWS,0.7309273,matched
1201,pinecone,19,Facilitação,0.21249929,no_match
1202,modelos financeiros,91,Modelagem Financeira,0.78755385,matched
1203,tensorflow,40,Deep Learning,0.30455533,no_match
1204,reputação como empregador,98,Employer Branding,0.6963241,no_match
1205,mudança organizacional,27,Gestão de Mudanças,0.7543138,matched
1206,priority management,9,Gestão do Tempo,0.5989361,no_match
1207,entrega ágil,10,Autogestão,0.43180007,no_match
1208,PO,89,OKRs,0.27457464,no_match
1209,image classification,47,Visão Computacional,0.65586233,no_match
1210,gitlab,89,OKRs,0.29816216,no_match
1211,SLI SLO SLA,85,Hugging Face,0.23039012,no_match
1212,estratégia de negócios,86,Gestão de Produto,0.6618981,no_match
1213,NER,2,Resolução de Conflitos,0.24783029,no_match
1214,variáveis preditivas,46,Séries Temporais,0.57451385,no_match
1215,hadoop ecosystem,81,Hadoop,0.6207964,no_match
1216,sound judgment,5,Pensamento Crítico,0.4527343,no_match
1217,OKRs,89,OKRs,0.31623787,no_match
1218,adoção de mudanças,27,Gestão de Mudanças,0.65089273,no_match
1219,inteligência emocional,3,Inteligência Emocional,0.8260685,matched
1220,observability,89,OKRs,0.41121006,no_match
1221,split testing,72,Testes Automatizados,0.4989339,no_match
1222,cloud data warehouse,67,Azure,0.72979987,matched
1223,azure data factory,55,Data Warehouse,0.5624424,no_match
1224,prompting,21,Apresentação e Oratória,0.35005486,no_match
1225,problem decomposition,6,Resolução de Problemas,0.54106075,no_match
1226,data security,70,Segurança de Dados,0.83788353,matched
1227,Apache Hive,80,Spark,0.43566334,no_match
1228,integridade de dados,56,Qualidade de Dados,0.70583725,matched
1229,open source LLMs,42,Large Language Models,0.46391258,no_match
1230,building pipelines,52,Orquestração de Pipelines,0.57534254,no_match
1231,metodologias ágeis,54,Modelagem de Dados,0.4850211,no_match
1232,design research,88,Design Thinking,0.66830766,no_match
1233,influence without authority,10,Autogestão,0.4912627,no_match
1234,Postgres,57,PostgreSQL,0.43023968,no_match
1235,tomar decisões,7,Tomada de Decisão,0.66308266,no_match
